CONFIGURATION_CHANGE;SYSTEM;14/09/2024;12:44:16;Log format changed to CSV
CONFIGURATION_CHANGE;SYSTEM;14/09/2024;17:53:17;Log format changed to CSV
CONFIGURATION_CHANGE;SYSTEM;14/09/2024;18:20:53;Log format changed to CSV
